readcode,readterm,medcode,disease_new,disease_name_new,disease_number_new
1C13200,Partial deafness,1774,Hearing loss,deaf,82
8D2..12,Hearing aid provision,3912,Hearing loss,deaf,82
ZL71600,Referral to registered hearing aid dispenser,22831,Hearing loss,deaf,82
F590y00,Combined conductive hearing loss,62906,Hearing loss,deaf,82
7317E00,Removal of hearing implant from middle ear,100449,Hearing loss,deaf,82
1C13.00,Deafness,14805,Hearing loss,deaf,82
F590.00,Conductive hearing loss,8941,Hearing loss,deaf,82
F591300,Central hearing loss,69894,Hearing loss,deaf,82
F591.12,Low frequency deafness,8033,Hearing loss,deaf,82
F581211,Noise induced deafness,2552,Hearing loss,deaf,82
F590000,Unspecified conductive hearing loss,1151,Hearing loss,deaf,82
F591400,Congenital sensorineural deafness,10665,Hearing loss,deaf,82
F591000,Unspecified perceptive hearing loss,2061,Hearing loss,deaf,82
Z8B5311,Uses hearing aid,18375,Hearing loss,deaf,82
8HT2.00,Referral to hearing aid clinic,10479,Hearing loss,deaf,82
7319200,Reduction soft tissue for bone anchored hearing prosthesis,91930,Hearing loss,deaf,82
F580111,Senile presbyacusis,30208,Hearing loss,deaf,82
F59..11,Deafness,467,Hearing loss,deaf,82
Z9E8100,Hearing aid provision,11619,Hearing loss,deaf,82
F591E00,Severe sensorineural hearing loss,107610,Hearing loss,deaf,82
F592.00,Mixed conductive and sensorineural deafness,14983,Hearing loss,deaf,82
PKyP.00,"Diab insipidus,diab mell,optic atrophy and deafness",106927,Hearing loss,deaf,82
F590200,Conductive hearing loss due to disorder of tympanic membrane,52758,Hearing loss,deaf,82
F591100,Sensory hearing loss,18520,Hearing loss,deaf,82
Fy1..00,Combined visual and hearing impairment,103907,Hearing loss,deaf,82
ZE87.19,Hearing impaired,19068,Hearing loss,deaf,82
ZE87.18,Hearing impairment,18008,Hearing loss,deaf,82
Z911100,Fit hearing aid,7344,Hearing loss,deaf,82
F591A00,Bilateral congenital sensorineural hearing loss,107323,Hearing loss,deaf,82
Z911G00,Fit ear mould for hearing protection,65516,Hearing loss,deaf,82
F590400,Conductive hearing loss due to disorder of inner ear,94782,Hearing loss,deaf,82
Z911E00,Fit ear mould for existing hearing aid,58826,Hearing loss,deaf,82
F591z00,Perceptive hearing loss NOS,16393,Hearing loss,deaf,82
7319600,First stge ins fixtures for bone anchored hearing prosthesis,108029,Hearing loss,deaf,82
ZN56900,Deaf telephone user,63490,Hearing loss,deaf,82
ZE87.13,Hard of hearing,22102,Hearing loss,deaf,82
F59..00,Hearing loss,412,Hearing loss,deaf,82
Z911500,Checking hearing aid,30394,Hearing loss,deaf,82
P400.00,"Ear anomalies with hearing impaired, unspecified",50016,Hearing loss,deaf,82
ZE87.17,HOH - Hard of hearing,7891,Hearing loss,deaf,82
Z8B5500,Difficulty using hearing aid,17407,Hearing loss,deaf,82
2DH0.00,Uses hearing loop,47129,Hearing loss,deaf,82
ZE87.00,Hearing loss,9830,Hearing loss,deaf,82
Z8B5.00,Ability to use hearing aid,52245,Hearing loss,deaf,82
ZV53200,[V]Fitting or adjustment of hearing aid,2876,Hearing loss,deaf,82
Z8B5100,Able to use hearing aid,46837,Hearing loss,deaf,82
7319000,Insertion fixtures bone anchored hearing prosthesis Stage 1,97657,Hearing loss,deaf,82
F59A.00,Profound acquired hearing loss,100654,Hearing loss,deaf,82
1493.00,H/O: hearing problem,4957,Hearing loss,deaf,82
ZE87.16,HL - Hearing loss,12324,Hearing loss,deaf,82
8D26.00,Provision of replacement hearing aid,107246,Hearing loss,deaf,82
P40zz00,Ear anomaly with hearing impaired NOS,57053,Hearing loss,deaf,82
Eu04000,"[X]Delirium not superimposed on dementia, so described",68125,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
Eu04.11,[X]Acute / subacute brain syndrome,39337,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
Eu04100,[X]Delirium superimposed on dementia,53446,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E031z00,Subacute confusional state NOS,55784,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E030100,"Acute confusional state, of infective origin",50683,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E031.00,Subacute confusional state,17021,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
Eu04.13,[X]Acute / subacute infective psychosis,24387,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
Eu04z00,"[X]Delirium, unspecified",53924,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E031300,"Subacute confusional state, of metabolic origin",38671,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E031.11,Delirium - subacute organic,24077,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E030300,"Acute confusional state, of metabolic origin",70409,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E004100,Arteriosclerotic dementia with delirium,56912,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E030000,"Acute confusional state, post traumatic",25051,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E030.11,Delirium - acute organic,22466,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E031100,"Subacute confusional state, of infective origin",69359,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
Eu04.14,[X]Acute / subacute organic reaction,21933,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E030200,"Acute confusional state, of endocrine origin",94079,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E030400,"Acute confusional state, of cerebrovascular origin",25114,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E001100,Presenile dementia with delirium,49513,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
Eu04.15,[X]Acute / subacute psycho-organic reaction,22065,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E003.00,Senile dementia with delirium,37015,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E031000,"Subacute confusional state, post traumatic",61238,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E031400,"Subacute confusional state, of cerebrovascular origin",24035,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E030.00,Acute confusional state,4033,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
2233.00,O/E - delirious,5367,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
Eu04.00,"[X]Delirium, not induced by alcohol+other psychoactive subs",25066,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
Eu04y00,[X]Other delirium,52394,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
Eu04.12,"[X]Acute / subacute confusional state, nonalcoholic",7389,"Delirium, not induced by alcohol and other psychoactive substances",delirium,184
E001100,Presenile dementia with delirium,49513,Dementia,dementia,215
E00y.00,Other senile and presenile organic psychoses,15249,Dementia,dementia,215
Eu01111,[X]Predominantly cortical dementia,55838,Dementia,dementia,215
E001z00,Presenile dementia NOS,38438,Dementia,dementia,215
E041.00,Dementia in conditions EC,25386,Dementia,dementia,215
Eu02z12,[X] Presenile psychosis NOS,47619,Dementia,dementia,215
E004000,Uncomplicated arteriosclerotic dementia,43089,Dementia,dementia,215
Eu00111,[X]Alzheimer's disease type 1,46762,Dementia,dementia,215
E001200,Presenile dementia with paranoia,30032,Dementia,dementia,215
Eu00013,[X]Alzheimer's disease type 2,61528,Dementia,dementia,215
Eu00000,[X]Dementia in Alzheimer's disease with early onset,49263,Dementia,dementia,215
Eu00z00,"[X]Dementia in Alzheimer's disease, unspecified",29386,Dementia,dementia,215
9Ou5.00,Dementia monitoring telephone invite,65235,Dementia,dementia,215
Eu02z11,[X] Presenile dementia NOS,48501,Dementia,dementia,215
66h..00,Dementia monitoring,55023,Dementia,dementia,215
E00z.00,Senile or presenile psychoses NOS,2882,Dementia,dementia,215
Eu01200,[X]Subcortical vascular dementia,8934,Dementia,dementia,215
Fyu3000,[X]Other Alzheimer's disease,59122,Dementia,dementia,215
E002z00,Senile dementia with depressive or paranoid features NOS,41089,Dementia,dementia,215
E004.11,Multi infarct dementia,8634,Dementia,dementia,215
E004.00,Arteriosclerotic dementia,19477,Dementia,dementia,215
Eu00z11,[X]Alzheimer's dementia unspec,8195,Dementia,dementia,215
9Ou3.00,Dementia monitoring third letter,89036,Dementia,dementia,215
F110000,Alzheimer's disease with early onset,16797,Dementia,dementia,215
9hD0.00,Excepted from dementia quality indicators: Patient unsuitabl,30641,Dementia,dementia,215
Eu00012,"[X]Primary degen dementia, Alzheimer's type, presenile onset",60059,Dementia,dementia,215
Eu01000,[X]Vascular dementia of acute onset,46488,Dementia,dementia,215
E002100,Senile dementia with depression,21887,Dementia,dementia,215
Eu01y00,[X]Other vascular dementia,55313,Dementia,dementia,215
9hD1.00,Excepted from dementia quality indicators: Informed dissent,40805,Dementia,dementia,215
Eu02z00,[X] Unspecified dementia,4693,Dementia,dementia,215
9Ou..00,Dementia monitoring administration,85853,Dementia,dementia,215
9hD..00,Exception reporting: dementia quality indicators,44341,Dementia,dementia,215
E004100,Arteriosclerotic dementia with delirium,56912,Dementia,dementia,215
E002000,Senile dementia with paranoia,18386,Dementia,dementia,215
Eu02z16,"[X] Senile dementia, depressed or paranoid type",27759,Dementia,dementia,215
Eu02z15,[X] Senile psychosis NOS,27935,Dementia,dementia,215
E000.00,Uncomplicated senile dementia,7323,Dementia,dementia,215
Eu00112,"[X]Senile dementia,Alzheimer's type",11379,Dementia,dementia,215
Eu01.11,[X]Arteriosclerotic dementia,9565,Dementia,dementia,215
E001000,Uncomplicated presenile dementia,42602,Dementia,dementia,215
E00y.11,Presbyophrenic psychosis,51494,Dementia,dementia,215
F110.00,Alzheimer's disease,1917,Dementia,dementia,215
Eu00011,"[X]Presenile dementia,Alzheimer's type",25704,Dementia,dementia,215
F110100,Alzheimer's disease with late onset,32057,Dementia,dementia,215
E003.00,Senile dementia with delirium,37015,Dementia,dementia,215
Eu01z00,"[X]Vascular dementia, unspecified",19393,Dementia,dementia,215
ZS7C500,Language disorder of dementia,55222,Dementia,dementia,215
E004200,Arteriosclerotic dementia with paranoia,55467,Dementia,dementia,215
Eu02z14,[X] Senile dementia NOS,4357,Dementia,dementia,215
E00..11,Senile dementia,1916,Dementia,dementia,215
E002.00,Senile dementia with depressive or paranoid features,44674,Dementia,dementia,215
Eu00100,[X]Dementia in Alzheimer's disease with late onset,38678,Dementia,dementia,215
Eu00113,"[X]Primary degen dementia of Alzheimer's type, senile onset",43346,Dementia,dementia,215
9Ou1.00,Dementia monitoring first letter,49674,Dementia,dementia,215
E001300,Presenile dementia with depression,27677,Dementia,dementia,215
E001.00,Presenile dementia,15165,Dementia,dementia,215
E004z00,Arteriosclerotic dementia NOS,42279,Dementia,dementia,215
Eu00200,"[X]Dementia in Alzheimer's dis, atypical or mixed type",30706,Dementia,dementia,215
Eu02z13,[X] Primary degenerative dementia NOS,34944,Dementia,dementia,215
1461.00,H/O: dementia,5931,Dementia,dementia,215
8CMZ.00,Dementia care plan,106311,Dementia,dementia,215
E004300,Arteriosclerotic dementia with depression,43292,Dementia,dementia,215
E00..12,Senile/presenile dementia,1350,Dementia,dementia,215
Eu01100,[X]Multi-infarct dementia,11175,Dementia,dementia,215
Eu04100,[X]Delirium superimposed on dementia,53446,Dementia,dementia,215
E00..00,Senile and presenile organic psychotic conditions,33707,Dementia,dementia,215
9Ou4.00,Dementia monitoring verbal invite,89037,Dementia,dementia,215
Eu01300,[X]Mixed cortical and subcortical vascular dementia,31016,Dementia,dementia,215
9Ou2.00,Dementia monitoring second letter,83576,Dementia,dementia,215
Eu01.00,[X]Vascular dementia,6578,Dementia,dementia,215
6AB..00,Dementia annual review,12710,Dementia,dementia,215
Eu00.00,[X]Dementia in Alzheimer's disease,7664,Dementia,dementia,215
E113400,"Recurrent major depressive episodes, severe, with psychosis",24171,Depression,depression,185
Eu20400,[X]Post-schizophrenic depression,20785,Depression,depression,185
Eu32400,[X]Mild depression,10667,Depression,depression,185
Eu32100,[X]Moderate depressive episode,9211,Depression,depression,185
Eu32z14,[X] Reactive depression NOS,5987,Depression,depression,185
E112.14,Endogenous depression,595,Depression,depression,185
Eu32.00,[X]Depressive episode,4639,Depression,depression,185
Eu25112,"[X]Schizophreniform psychosis, depressive type",41022,Depression,depression,185
Eu32A00,"[X]Recurr major depr ep, severe with psych, psych in remiss",101153,Depression,depression,185
Eu33.00,[X]Recurrent depressive disorder,3292,Depression,depression,185
E11..12,Depressive psychoses,2560,Depression,depression,185
Eu33315,[X]Recurrent severe episodes of psychotic depression,16861,Depression,depression,185
8BK0.00,Depression management programme,44848,Depression,depression,185
Eu33y00,[X]Other recurrent depressive disorders,47731,Depression,depression,185
9kQ..00,On full dose long term treatment depression - enh serv admin,96995,Depression,depression,185
Eu32z00,"[X]Depressive episode, unspecified",2970,Depression,depression,185
E002100,Senile dementia with depression,21887,Depression,depression,185
Eu32600,"[X]Major depression, moderately severe",98252,Depression,depression,185
Eu32y12,[X]Single episode of masked depression NOS,56609,Depression,depression,185
E112600,"Single major depressive episode, in full remission",57409,Depression,depression,185
8CAa.00,Patient given advice about management of depression,30483,Depression,depression,185
Eu33.12,[X]Recurrent episodes of psychogenic depression,19696,Depression,depression,185
E130.11,Psychotic reactive depression,17770,Depression,depression,185
Eu33100,"[X]Recurrent depressive disorder, current episode moderate",29520,Depression,depression,185
Eu34112,[X]Depressive personality disorder,10290,Depression,depression,185
Eu33314,[X]Recurr severe episodes/psychogenic depressive psychosis,31757,Depression,depression,185
E112100,"Single major depressive episode, mild",16506,Depression,depression,185
Eu33.13,[X]Recurrent episodes of reactive depression,8902,Depression,depression,185
E113.00,Recurrent major depressive episode,15099,Depression,depression,185
E113z00,Recurrent major depressive episode NOS,25563,Depression,depression,185
9HA0.00,On depression register,42931,Depression,depression,185
9H91.00,Depression medication review,12122,Depression,depression,185
212S.00,Depression resolved,19439,Depression,depression,185
Eu32y11,[X]Atypical depression,10720,Depression,depression,185
Eu33313,[X]Recurr severe episodes/major depression+psychotic symptom,32941,Depression,depression,185
E130.00,Reactive depressive psychosis,8478,Depression,depression,185
Eu32z11,[X]Depression NOS,543,Depression,depression,185
Eu33213,"[X]Manic-depress psychosis,depressd,no psychotic symptoms",29451,Depression,depression,185
E112z00,Single major depressive episode NOS,7011,Depression,depression,185
E113200,"Recurrent major depressive episodes, moderate",14709,Depression,depression,185
Eu32213,[X]Single episode vital depression w'out psychotic symptoms,59386,Depression,depression,185
E112.13,Endogenous depression first episode,6950,Depression,depression,185
E2B..00,Depressive disorder NEC,324,Depression,depression,185
9k40.00,Depression - enhanced service completed,65435,Depression,depression,185
E113600,"Recurrent major depressive episodes, in full remission",55384,Depression,depression,185
Eu32.13,[X]Single episode of reactive depression,7604,Depression,depression,185
9k4..00,Depression - enhanced services administration,30583,Depression,depression,185
Eu32900,"[X]Single major depr ep, severe with psych, psych in remiss",101054,Depression,depression,185
9Ov3.00,Depression monitoring verbal invite,88644,Depression,depression,185
Eu25111,"[X]Schizoaffective psychosis, depressive type",35274,Depression,depression,185
Eu33211,[X]Endogenous depression without psychotic symptoms,11329,Depression,depression,185
Eu33214,"[X]Vital depression, recurrent without psychotic symptoms",73991,Depression,depression,185
Eu33z11,[X]Monopolar depression NOS,36616,Depression,depression,185
E001300,Presenile dementia with depression,27677,Depression,depression,185
Eu32314,[X]Single episode of reactive depressive psychosis,28863,Depression,depression,185
Eu32300,[X]Severe depressive episode with psychotic symptoms,12099,Depression,depression,185
E113700,Recurrent depression,6482,Depression,depression,185
Eu41211,[X]Mild anxiety depression,7749,Depression,depression,185
E112.11,Agitated depression,5879,Depression,depression,185
Eu32313,[X]Single episode of psychotic depression,24112,Depression,depression,185
E135.00,Agitated depression,1055,Depression,depression,185
E112200,"Single major depressive episode, moderate",15155,Depression,depression,185
Eu32211,[X]Single episode agitated depressn w'out psychotic symptoms,41989,Depression,depression,185
9H90.00,Depression annual review,12399,Depression,depression,185
Eu32312,[X]Single episode of psychogenic depressive psychosis,52678,Depression,depression,185
Eu32y00,[X]Other depressive episodes,6854,Depression,depression,185
E112500,"Single major depressive episode, partial or unspec remission",43324,Depression,depression,185
Eu33312,"[X]Manic-depress psychosis,depressed type+psychotic symptoms",28677,Depression,depression,185
Eu32000,[X]Mild depressive episode,11717,Depression,depression,185
Eu34100,[X]Dysthymia,7953,Depression,depression,185
Eu34111,[X]Depressive neurosis,8584,Depression,depression,185
E11z200,Masked depression,9183,Depression,depression,185
Eu32700,"[X]Major depression, severe without psychotic symptoms",98414,Depression,depression,185
Eu32200,[X]Severe depressive episode without psychotic symptoms,9667,Depression,depression,185
Eu32z12,[X]Depressive disorder NOS,3291,Depression,depression,185
Eu33200,[X]Recurr depress disorder cur epi severe without psyc sympt,33469,Depression,depression,185
Eu33212,"[X]Major depression, recurrent without psychotic symptoms",11252,Depression,depression,185
Eu33000,"[X]Recurrent depressive disorder, current episode mild",29784,Depression,depression,185
Eu33300,[X]Recurrent depress disorder cur epi severe with psyc symp,47009,Depression,depression,185
E112.12,Endogenous depression first episode,6546,Depression,depression,185
Eu33311,[X]Endogenous depression with psychotic symptoms,23731,Depression,depression,185
E113100,"Recurrent major depressive episodes, mild",29342,Depression,depression,185
Eu32500,"[X]Major depression, mild",98346,Depression,depression,185
Eu41200,[X]Mixed anxiety and depressive disorder,11913,Depression,depression,185
Eu32z13,[X]Prolonged single episode of reactive depression,28248,Depression,depression,185
Eu32800,"[X]Major depression, severe with psychotic symptoms",98417,Depression,depression,185
Eu32.12,[X]Single episode of psychogenic depression,18510,Depression,depression,185
Eu33.11,[X]Recurrent episodes of depressive reaction,8851,Depression,depression,185
Eu32.11,[X]Single episode of depressive reaction,9055,Depression,depression,185
9Ov2.00,Depression monitoring third letter,91105,Depression,depression,185
Eu32212,[X]Single episode major depression w'out psychotic symptoms,22806,Depression,depression,185
E112400,"Single major depressive episode, severe, with psychosis",32159,Depression,depression,185
E11y200,Atypical depressive disorder,27491,Depression,depression,185
8HHq.00,Referral for guided self-help for depression,32841,Depression,depression,185
E200300,Anxiety with depression,655,Depression,depression,185
Eu33316,[X]Recurrent severe episodes/reactive depressive psychosis,37764,Depression,depression,185
E113300,"Recurrent major depressive episodes, severe, no psychosis",25697,Depression,depression,185
Eu33400,"[X]Recurrent depressive disorder, currently in remission",22116,Depression,depression,185
Eu25100,"[X]Schizoaffective disorder, depressive type",11055,Depression,depression,185
9Ov4.00,Depression monitoring telephone invite,85852,Depression,depression,185
1465.00,H/O: depression,2716,Depression,depression,185
9Ov0.00,Depression monitoring first letter,71009,Depression,depression,185
Eu32311,[X]Single episode of major depression and psychotic symptoms,24117,Depression,depression,185
E118.00,Seasonal affective disorder,10825,Depression,depression,185
E2B1.00,Chronic depression,4323,Depression,depression,185
Eu33.15,[X]SAD - Seasonal affective disorder,8826,Depression,depression,185
E112300,"Single major depressive episode, severe, without psychosis",15219,Depression,depression,185
E112.00,Single major depressive episode,10610,Depression,depression,185
9Ov..00,Depression monitoring administration,51258,Depression,depression,185
Eu34114,[X]Persistant anxiety depression,15220,Depression,depression,185
E113500,"Recurrent major depressive episodes,partial/unspec remission",56273,Depression,depression,185
Eu33z00,"[X]Recurrent depressive disorder, unspecified",44300,Depression,depression,185
E113000,"Recurrent major depressive episodes, unspecified",35671,Depression,depression,185
9Ov1.00,Depression monitoring second letter,72966,Depression,depression,185
E291.00,Prolonged depressive reaction,16632,Depression,depression,185
E112000,"Single major depressive episode, unspecified",34390,Depression,depression,185
E004300,Arteriosclerotic dementia with depression,43292,Depression,depression,185
9H92.00,Depression interim review,30405,Depression,depression,185
Eu34113,[X]Neurotic depression,7737,Depression,depression,185
Eu33.14,[X]Seasonal depressive disorder,28756,Depression,depression,185
E113.11,Endogenous depression - recurrent,6932,Depression,depression,185
M124000,Contact dermatitis due to acids,103159,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12yC00,Contact dermatitis due to x-rays,23562,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12z100,Eczema NOS,230,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12z.00,Contact dermatitis NOS,5448,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M104.00,Pityriasis simplex,9652,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
F4D3112,Contact eczema - eyelids,15879,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
F4D5.00,Other eyelid infective dermatitis,53384,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M183200,Lichen simplex,3696,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12z400,Erythrodermic eczema,8994,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M130200,Drug-induced erythroderma,26479,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12z200,Infected eczema,1424,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M121.00,Contact dermatitis due to oils and greases,23561,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12y700,Contact dermatitis due to light (excluding sunlight),95628,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M125000,Contact dermatitis due to cereals,98485,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
14F1.00,H/O: eczema,2859,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
Myu2200,[X]Exacerbation of eczema,22764,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
Myu2300,[X]Allergic contact dermatitis due to other agents,59742,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12..12,Contact eczema,5391,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12y011,Lanolin contact dermatitis,7427,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M15y200,Pityriasis rubra (Hebra),36466,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
F4D4.00,Infective eyelid dermatitis of types resulting in deformity,63904,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
F502400,Acute eczematoid otitis extern,10254,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M128100,Allergic contact dermatitis due to cosmetics,32385,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M182300,Prurigo simplex,23789,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12y811,Nickel sensitivity,1961,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M123.00,Contact dermatitis due to drugs and medicaments,36788,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12y000,Contact dermatitis due to cosmetics,4880,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12yz00,Contact dermatitis: specified agent NOS,13392,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M102.11,Pustular eczema,5000,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M165000,Pityriasis alba,1843,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12y200,Contact dermatitis due to dyes,13365,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M128400,Allergic contact dermatitis due to other chemical products,17204,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M13z.00,Ingestion dermatitis NOS,44559,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
Myu2700,[X]Unspecified contact dermatitis due to other agents,72696,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12z300,Hand eczema,3699,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
Myu2500,[X]Irritant contact dermatitis due to other agents,66313,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M13..00,Ingestion dermatitis,35803,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M125400,Contact dermatitis due to meat,98654,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12y900,Contact dermatitis due to preservatives,73108,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
Myu2600,[X]Unspcfd contact dermatitis due to other chemical products,100551,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
Myu2.00,[X]Dermatitis and eczema,39721,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M128200,Allergic contact dermatitis due drugs in contact with skin,7426,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12..13,Occupational dermatitis,15627,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M116.11,Brocq's neurodermatitis,100256,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M124100,Contact dermatitis due to adhesive plaster,3987,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
F4D3000,Eczematous eyelid dermatitis,29779,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12zz00,Contact dermatitis NOS,2192,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M11A.00,Asteatotic eczema,102327,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M1y0.00,Nummular dermatitis,3868,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M252000,Dyshidrosis unspecified,104653,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M123500,Contact dermatitis due to neomycin,60954,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M125.00,Contact dermatitis due to food in contact with skin,38352,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
F502411,Eczema of external ear,6218,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M13y.00,Ingestion dermatitis due to other specified substance,35645,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M124800,Contact dermatitis due to rubber,13379,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12y800,Contact dermatitis due to metals,13371,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M123300,Contact dermatitis due to keratolytics,96698,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M126000,Contact dermatitis due to lacquer tree,99149,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M1y1.00,Cutaneous autosensitization,59349,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M123700,Contact dermatitis due to phenols,48081,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M124.00,Contact dermatitis due to other chemical products,23032,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M126300,Contact dermatitis due to poison-sumac,94746,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M125200,Contact dermatitis due to flour,32859,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M124400,Contact dermatitis due to dichromate,55945,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12y600,Contact dermatitis due to jewellery,48026,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
26C4.00,Nipple eczema,10920,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M123z00,Contact dermatitis due to medicament NOS,5557,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M2y4100,Menstrual dermatosis,45319,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
F4D3100,Contact or allergic eyelid dermatitis,16832,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M129.00,Irritant contact dermatitis,9335,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M116.00,Neurodermatitis - diffuse,9888,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M252200,Cheiropompholyx,900,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
C391211,Thrombocytopenic eczema with immunodeficiency,42439,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M124700,Contact dermatitis due to plastic,64704,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M183000,Prurigo nodularis (Hyde's disease),9284,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M130.11,Drug induced rash,7991,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M122300,Contact dermatitis due to glycol,71854,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M124111,Elastoplast contact dermatitis,13373,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M12y100,Contact dermatitis due to cold weather,36142,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
M115.00,Besnier's prurigo,38673,Dermatitis (atopc/contact/other/unspecified),dermatitis,231
